top10k,isbn,faust_number,title
8624,8624,52762286,kysset
8635,8635,52308127,olafs forunderlige eventyr
8639,8639,39498812,twilight sparkle er verdens bedste tante
8640,8640,53359957,haekleguiden
8641,8641,52090326,hans  grete
8644,8644,51671066,kreativt genbrug
8646,8646,50725227,finstrikket
8648,8648,46496493,rasmus klump paa nordpolen
8649,8649,54104707,ask ser en audi
8653,8653,47560772,disneys mads og mikkel
8657,8657,46608828,sous vide 20
8658,8658,47780179,mine foerste 100 ord
8664,8664,47377811,disneys frost  midsommerparaden
8667,8667,46984072,100 foerste koeretoejer
8686,8686,54186657,disneys rapunzel  to paa flugt
8689,8689,134143878,encanto
8690,8690,28603347,liva hos laegen
8696,8696,38950649,florence graces to liv
8698,8698,51663187,olivia skal ud at rejse
8700,8700,53482767,lille muldvarp og lille snemand
8704,8704,52723779,alt er muligt
8705,8705,55113149,karen klarbaeks haeklede taepper
8708,8708,52683076,som du ser mig
8709,8709,26892201,jon max og pil
8711,8711,47939186,soestre
8714,8714,54980752,hvor er hr enhjoerning
8715,8715,39037742,buldretrolden  vil vaere foerst
8717,8717,47534208,moe ser paa sko
8721,8721,53738745,hvem har pruttet i lasseleifs bukser
8722,8722,62144246,udyret
8725,8725,52411645,magisk oprydning
8728,8728,53793711,kurt i krig
8730,8730,52350212,min store bog om kroppen
8735,8735,50860329,ronaldo
8738,8738,50684024,lotte bliver syg
8742,8742,51963962,efter dig
8743,8743,51793390,modigliani affaeren
8746,8746,52448239,undulat
8749,8749,52307449,bundfald
8751,8751,46365674,enhjoerningefeerne  den fortryllede flod
8759,8759,29803420,den 11 plage 1
8760,8760,55106959,kaerester
8765,8765,50602125,tokes maske
8766,8766,46239725,spaekhuggeren
8768,8768,53191959,de forsvundne
8769,8769,29516405,samfundsvidenskabernes videnskabsteori
8773,8773,29653771,thomas windings bedste historier 1
8781,8781,51242947,den kolde jomfru og andre skroener
8784,8784,52060117,sommerferie
8787,8787,61411836,moed mig ved beachcomber bay
8792,8792,53326196,hvad er lort
8799,8799,51271084,laer ord paa engelsk
8800,8800,51770927,til den bitre ende
8809,8809,39400154,hvorfor maend ikke hoerer efter og kvinder ikke kan laese kort
8811,8811,48225098,hvem er jeg
8812,8812,51843975,saga i galop
8816,8816,54156936,rasmus klump moeder ursula
8819,8819,46319079,dovendyr
8820,8820,52372275,den store nordiske rockerkrig
8824,8824,61368175,haanden paa hjertet
8839,8839,53077153,paa opdagelse  dinosaurer
8841,8841,61353577,hvad kan dino bedst lide
8845,8845,51838351,jeg skal huske dig
8846,8846,54055978,de strandede soeroevere
8849,8849,61573283,boerneavisens spoerg noerderne
8850,8850,53136702,uovervindelig sommer
8853,8853,51447352,blaa luft
8855,8855,29555850,forbryder
8862,8862,46816706,saadan bliver du god til matematik
8863,8863,55110107,umuliusserne  feriekvaler
8865,8865,28538987,cirkus simsalabim
8871,8871,25888863,laura hos tandlaegen
8872,8872,52480140,fifi og luis gaetter gaader
8873,8873,51189884,den travle baever
8874,8874,61701494,disneys encanto
8876,8876,46343816,bondegaarden vrimlebog
8888,8888,52562813,en gal tyr
8892,8892,38967797,em 2020
8908,8908,53127282,tingelingelater
8913,8913,38696556,mine foerste 100 koeretoejer
8917,8917,53334008,havfruen nerine  skatten i skibet
8924,8924,51203585,hvor er feen
8925,8925,52922313,prinsessen og aerterne
8926,8926,29570256,mayas dagbog
8933,8933,27286135,peter pedal og hundehvalpene
8935,8935,53847579,messi mod ronaldo
8939,8939,26332389,pirater og papegoejer
8941,8941,29487901,lotte leger skjul
8944,8944,52575141,enken
8954,8954,51757408,de smaa monstre  du snyder
8958,8958,28836597,paranoia
8963,8963,38933078,disneys raya og den sidste drage
8966,8966,55110166,premier league
8967,8967,27743951,sif soes og fido
8975,8975,51699378,christian eriksen
8976,8976,39019957,kriblekrabledyr
8980,8980,53488315,mordet i orientekspressen
8989,8989,51663349,olivia og anton
8993,8993,50653668,viggos dinosaurer
8998,8998,61552057,jeg oensker mig kun dig
9003,9003,54138806,rasmus klump hjaelper postbuddet
9006,9006,29660603,mord og mandelduft med mere
9008,9008,50808386,det store opgoer
9009,9009,46106636,vi ejer himlen
9013,9013,52916569,moe og en taa
9017,9017,27532217,barden beedles eventyr
9020,9020,27013325,den foerste ridetime
9021,9021,39453444,dracula med anders og mickey
9022,9022,48039154,paa den anden side
9026,9026,62208015,du er ikke fucked  du er bare ung
9027,9027,51449339,haeklevaerk
9028,9028,52562783,mal nu bo
9030,9030,46418484,outlander 6 bind del 1
9031,9031,48797911,far til fire  vikingerne
9032,9032,25985133,rim og remser til hele aaret
9033,9033,47321182,winnie og wilbur paa billesafari
9034,9034,48501818,titteboeh  sol
9043,9043,52943426,louisas madplan
9046,9046,47512654,er du levende
9054,9054,24819515,behovet for anerkendelse
9060,9060,29390010,glashuse
9064,9064,27997570,bamse fuld af ord
9065,9065,48947484,sagen uopklaret
9075,9075,52828007,kvalitativ analyse
9076,9076,53800467,kan man roere en regnbue
9077,9077,54138679,smaa snemaend
9079,9079,47117615,godnathistorier 5
9080,9080,28296940,forbrydelse og straf
9081,9081,28580894,moerk treenighed
9082,9082,28522290,kaeldermennesket
9085,9085,39457474,det var en vintermorgen
9086,9086,38628704,5 minutter i godnat
9094,9094,54966067,op i et trae
9097,9097,54929285,spisetid
9100,9100,27691102,stauder
9102,9102,48047173,ukendt land
9103,9103,54216475,baekager boldklub  pokaler og puddelhund
9106,9106,51357868,prinsessen og gartneren
9107,9107,61535438,sammen
9109,9109,135481122,wimpy kid bind 17
9114,9114,26928990,cirkeline paa opdagelse
9119,9119,38410938,de bedste historier
9120,9120,48242324,hambros alle 7913
9121,9121,27703003,turen gaar til sjaelland
9124,9124,29579482,haevneren
9127,9127,46441028,store fodboldklubber
9129,9129,52870119,postmand per  speciel specialpostpakke
9130,9130,52377773,lille muldvarp og lille fisk
9135,9135,39202581,rasmus klump  min foerste ordbog
9136,9136,54365470,smaa snemaend
9137,9137,50942864,venindehemmeligheder
9138,9138,47000947,universet
9139,9139,27460445,juleoensket
9145,9145,39498863,fluttershys meget farlige ven
9151,9151,26496454,boernetoej 03 aar
9153,9153,25325672,sjov i koekkenet med peddersen  findus
9159,9159,61793607,min lille bog om de fem sanser
9168,9168,52957052,nem strik til boern
9169,9169,38354914,den mandige elg  en elgtastisk sommerferie
9178,9178,48535909,nordlysets magi
9179,9179,26935555,nils karlssonpusling flytter ind
9181,9181,53448224,stormen og monstertrucken
9185,9185,47506921,fra broderskab til moensterbrud
9188,9188,48617646,hvad finder lotte
9191,9191,61563628,vingummigoplen og roeven i tasken
9194,9194,28287879,turen gaar til korfu lefkas kefallonia ithaka  zakynthos
9199,9199,46036573,kylian mbappe
9200,9200,51975987,fantastiske skabninger og hvor de findes
9201,9201,39239191,david attenborough
9203,9203,53573959,riko faar paryk
9204,9204,27326706,kampen for livet
9214,9214,51205790,svigt
9230,9230,50582558,hov figo
9234,9234,51256859,toes ser en tyv
9235,9235,48071546,anton bekaemper corona
9236,9236,46038959,smile shut up and be pretty
9237,9237,54650760,under overfladen
9243,9243,26737605,traen din hvalp
9245,9245,47303079,fra alle os til alle jer
9248,9248,52581567,hjernegod mad
9250,9250,38654241,isadora moon tager paa ferie
9251,9251,38930648,kurt faar et gevaer splat
9258,9258,27015778,en gal kat i aadal
9259,9259,53520227,den lille astronaut
9260,9260,47272556,forbandet
9263,9263,51743482,elsk den du er
9267,9267,50578119,batman
9268,9268,26907985,sy og strik boernetoej 03 aar
9272,9272,52870100,postmand per  bortloebet specialpostpakke
9274,9274,54167385,naar man kalder paa doeden
9278,9278,53614612,ask bo og boef
9279,9279,53997376,modne maend
9281,9281,52184398,drengen som var verdens bedste fodboldspiller
9284,9284,53834035,vitello goer en god gerning
9286,9286,38850768,kampklar
9288,9288,48308597,historiens vaerste seriemordere 3
9289,9289,136340328,b  se dig om ved alle doere
9290,9290,48566162,flodpoelsen
9299,9299,27921000,mit stamtrae
9302,9302,51663217,olivia og anton holder fest
9304,9304,28900651,pigen fra auschwitz
9307,9307,38873644,hvorfor nu
9310,9310,48876897,bibelens myter og sandheder
9311,9311,28078404,politiets verden 1
9315,9315,54464312,alias alex
9317,9317,62592885,en historie om mennesket
9318,9318,29980675,en af os sover
9322,9322,50894274,laudrup  et fodbolddynasti
9325,9325,39509385,rummet
9326,9326,54872712,alene jorden rundt
9328,9328,48943004,drengen muldvarpen raeven og hesten
9330,9330,47155401,lille myr
9332,9332,48639089,mystiske steder i verden
9333,9333,53479448,lego ninjago masters of spinjitzu  bogen om spinjitzu
9334,9334,47559049,eventyr om modige og seje piger
9336,9336,50548031,kaptajn sharky hjaelper hvalerne
9337,9337,54962363,snemonstret
9338,9338,52013747,byggeplads vrimlebog
9339,9339,45947386,vudu vampyr
9343,9343,38565826,spirit  rider frit  det store aebleeventyr
9345,9345,48885101,ude skidt hjemme bedst
9347,9347,52058244,yin yoga vol 1
9348,9348,29175217,lille hjerte
9352,9352,54102879,smart i en fart
9354,9354,39010496,elsas iskolde redningsaktion
9359,9359,27655823,nina kanin i aadal
9361,9361,47899079,den lille havfrue
9365,9365,52401852,gloria loeber vaek
9366,9366,52595649,star wars  komplet guide til galaksen
9368,9368,51110250,laeserne i broken wheel anbefaler
9369,9369,46496531,rasmus klump moeder ursula
9373,9373,29618496,en hoestdag med william og elise
9380,9380,48935036,det perfekte mord
9381,9381,25248864,strik  sy til dukken
9383,9383,39232782,blinde vinkler
9384,9384,53016804,bambi
9385,9385,47583314,klokkeblomst og vingernes hemmelighed
9387,9387,51221990,blir jeg nogensinde god nok
9389,9389,55114269,bogen om kim wall
9390,9390,46656075,en og to
9393,9393,27999581,hvor er den lille viking
9395,9395,50754294,modig
9396,9396,53077056,cottagehave
9399,9399,52600596,italien
9401,9401,38427911,disneys seks vidunderlige godnathistorier
9404,9404,39472252,messi
9407,9407,54769822,hvor jeg var barn var der isbjoerne
9412,9412,54997604,karlsson paa taget flyver igen
9413,9413,39509334,trex og andre tyrannosaurer
9416,9416,54189273,spionerne der kom ind med varmen
9420,9420,54365527,rapunzel
9421,9421,47582695,paa sporet
9424,9424,54768869,ar
9426,9426,25924665,drageherren bind 2
9427,9427,62432772,jeg sidder paa potte
9429,9429,29934568,dumme lillebror sagde krokodillebarnet
9430,9430,26467276,ninjaer i natten
9432,9432,29395446,nanas mobil
9434,9434,46959256,beroemte skandalesager fra vor tid
9437,9437,52911877,zombien zom  zom skal i skole
9438,9438,29957045,kvinden der forsvandt
9441,9441,53917615,pas godt paa din kanin
9443,9443,53250807,weekend
9444,9444,48139639,gaabogen
9446,9446,50704025,julebogen
9447,9447,28771711,gys til alle
9448,9448,51886798,bloed babystrik
9449,9449,47582938,gravesen
9450,9450,52721253,inger  carlo hjaelper med at lave mad
9453,9453,38997831,5 minutter i godnat
9455,9455,53761747,ti laekre poelser
9459,9459,46415256,livet er let bare rolig
9462,9462,54165110,tab 12 kilo paa 12 uger
9470,9470,48226205,minimund
9471,9471,38711326,prinsessens doetre
9472,9472,28680473,der er en baby i mors mave
9474,9474,48630332,mas nu jo
9476,9476,38865986,199 ting i naturen
9484,9484,48497314,disneys fem minutters sjov med minnie mouse
9487,9487,47756707,livet i skoven  hvem bor her
9489,9489,39186845,den store tonni2ton
9492,9492,46039343,er det din sko
9493,9493,62378174,isliljas fortaelling
9499,9499,52340691,the candy raiders
9504,9504,50773671,haanden
9509,9509,51196821,fc barcelona
9511,9511,53576893,eventyr vrimlebog
9515,9515,54980647,mega vega
9521,9521,54650965,sorgens dyb
9522,9522,46352491,kig og snak om naturen
9523,9523,26327997,dansens ekko
9528,9528,52530253,haeklerier til babyvaerelset
9532,9532,25697073,roedbyputtgarden
9535,9535,52371546,bedst til hest
9537,9537,23436086,det syvende moede
9538,9538,39018314,ryggen mod muren
9540,9540,51930932,den fortabte soen
9543,9543,29764875,guldlok
9547,9547,46301838,benny og den orange kaempesquash
9548,9548,48451071,himlens helte
9549,9549,48671047,5 minutter i godnat
9551,9551,47273102,kun floden loeber frit
9552,9552,48308686,historiens vaerste seriemordere 2
9557,9557,29431191,maskiner paa gaarden
9559,9559,62926287,paa skraa braedder og bonede gulve
9560,9560,52243505,klassiske eventyr
9566,9566,61699007,john lennon
9569,9569,53619207,godnatmatematik
9570,9570,51116372,kaninens aar
9573,9573,53899102,divergent 2
9575,9575,48191274,helmig og kaerligheden
9580,9580,53381006,kanin
9582,9582,38617249,strik  med struktur
9584,9584,52862566,simon lobber bolden
9586,9586,50623297,roedhaette
9587,9587,28253141,pige i tyverne
9588,9588,52478200,ridderen som ikke ville slaas
9590,9590,53917062,lasseleif har verdens klammeste far
9591,9591,135117897,braendende piger
9599,9599,52413729,de stoerste fodboldlegender
9600,9600,46233816,pj masks  de smaa ninjalinoer
9601,9601,51625447,monster
9602,9602,52246105,det hvide moerke
9603,9603,51151739,oproerer
9604,9604,54801726,mbappe
9608,9608,135153559,den laengste sommer
9619,9619,47230322,et moede med fortiden
9621,9621,39239213,ada lovelace
9622,9622,62910593,generation 77
9623,9623,61785094,pottemaerket
9624,9624,29843503,kamp til stregen
9626,9626,53819273,ninja niller  blodets baand del 1
9628,9628,62098368,loeft en flap  jeg ser en prinsesse
9630,9630,53708943,soede fristelser
9631,9631,53060722,mustafas kiosk og andre rim for boern
9635,9635,54365454,big hero 6  hiros helte
9637,9637,29275971,verdens grimmeste pige
9642,9642,29363471,foer vi siger farvel
9646,9646,48959938,patent paa mord
9647,9647,46313909,jeg byttede min bror paa internettet
9651,9651,28235445,peter pedal bager pandekager
9653,9653,61793631,min lille bog om vuggestue
9658,9658,52038014,alt eller intet
9660,9660,52882885,rejsen til havet
9664,9664,29388849,liva hos tandlaegen
9665,9665,54414552,drilske pakker
9666,9666,47443555,froeknerne von pahlen bind 1
9668,9668,48919049,disneys mine foerste halloweengodnathistorier
9670,9670,52297834,den sidste dans og andre historier
9671,9671,46847105,de frygtloese
9672,9672,29991413,madpakkebogen
9675,9675,48866611,gurli gris rejser jorden rundt
9681,9681,54219695,strik
9683,9683,39509946,en kant
9689,9689,53203655,mille og mulle fra top til taa
9692,9692,54365764,loevernes garde
9694,9694,52436044,super snacks
9695,9695,51359372,tornerose
9696,9696,48648746,midnatssol
9698,9698,45947408,1000 nyttige ord
9699,9699,46301854,benny  kaempedragen
9700,9700,53962009,boris taber hovedet
9705,9705,54235194,alle tre vil lege to
9706,9706,52993768,detonator
9709,9709,50786633,peter wimseys hvedebroedsdage
9710,9710,54032226,hvor er hr hund
9712,9712,47439078,godnathistorier 7
9714,9714,51122194,moerke steder
9717,9717,53943071,blod i graesset
9718,9718,46985702,ser du maanen daniel
9720,9720,27321607,blekingegadebanden 1
9722,9722,39283859,disneys biler 3
9724,9724,48481361,to sider af samme sag
9727,9727,46712013,kroelle  puha  den forbistrede pingvinflyvning
9728,9728,53071694,doede piger lyver ikke
9731,9731,52433495,mumi tager paa ferie
9733,9733,53113907,rutsjebaner
9735,9735,28962533,arvingen
9737,9737,46007719,de forladte danske hjem
9741,9741,61388001,trauma
9743,9743,54138814,fyre  flammer og oppustelige bher
9746,9746,61539468,brevet der draebte
9749,9749,47125782,noget i vandet
9752,9752,48352022,hvor flodkrebsene synger bind 1
9753,9753,28836511,paa fersk gerning
9756,9756,51355369,hr wilders stjerne
9758,9758,47484758,kommissaeren
9759,9759,50709264,k  erotiske noveller af kvinder
9763,9763,38588109,saadan
9765,9765,51081323,forfoelgerne
9768,9768,50967492,vilma koerer tur med tallene
9769,9769,47180899,historier om enhjoerninger
9770,9770,50787729,dragens dom
9772,9772,52553636,tag mig
9773,9773,54588119,krydret
9774,9774,50808939,anton finter
9775,9775,51731409,mit livs oejeblik
9778,9778,47680026,se lige dyrene  dyr der er smaa
9779,9779,52896622,godnathistorier 3
9781,9781,47450225,forladte steder i danmark
9783,9783,53332269,mad til glade tarme
9784,9784,51283929,pas paa bob
9788,9788,53170528,bare en dag
9795,9795,48185444,geggo
9796,9796,38950789,de andre
9801,9801,54150555,111 steder paa lollandfalster som du skal se
9803,9803,54414609,klar parat  sam rykker ud
9804,9804,52022347,vinderblik
9806,9806,29995575,anton skyder
9807,9807,29590370,et lykketraef
9809,9809,51346815,min abc  dyr i danmark
9810,9810,53826490,kong karsten
9811,9811,51656695,blaahvalen
9813,9813,27502563,kadavermarch
9816,9816,29897158,ulve
9818,9818,51384172,svaerdet i dragehulen
9822,9822,29036306,besat
9829,9829,50973786,musa maler bil
9830,9830,46051742,roev
9832,9832,55110182,haekletoej
9835,9835,50969010,passageren
9837,9837,54981406,carlsens godnathistorier
9839,9839,26760828,sif og bo
9841,9841,53325254,lillesoester
9843,9843,51339754,221163
9844,9844,54632770,venner  fjender
9845,9845,47387973,eventyr fra mumidalen
9854,9854,54651139,detonator
9857,9857,54871562,hvordan fanger man en stjerne
9858,9858,52710316,balladeklubben  to er vaerre end en
9859,9859,54365594,peter pan
9860,9860,51940318,humlen ved det hele
9864,9864,54470924,krigsraab
9870,9870,46427742,hvor blev den af
9874,9874,47054486,disneys toy story
9875,9875,28961081,alt om ronaldo
9876,9876,46669738,bamse moeder den store verden
9878,9878,53096565,victoria
9879,9879,52390702,den gyldne loeve
9880,9880,48256511,taenk som en vinder
9883,9883,38599887,spis plantebaseret
9884,9884,62607157,1001 ting at finde  dinosaurer
9886,9886,52931339,grevinden
9890,9890,39441713,vilde spoergsmaal vilde svar
9899,9899,26907918,din teenager skal coaches ikke opdrages
9900,9900,135587575,loeftet
9911,9911,53120989,i det oejeblik var jeg din
9917,9917,47244331,liv
9918,9918,51856376,syltetoejsmysteriet
9919,9919,54024886,to smaa piger
9921,9921,46518306,trafikken paa hjul og vinger
9922,9922,52903769,grundbog i psykiatri
9923,9923,29724342,seeren fra andalusien
9926,9926,38934813,sherlock holmes  et studie i roedt
9929,9929,61457674,5 minutter i godnat
9934,9934,48510949,aandernes hus
9935,9935,46852958,at lede sygepleje  sygeplejerskens virksomhedsomraade
9937,9937,47964237,ingen vej tilbage
9940,9940,51559134,1000 fantastiske maskiner
9941,9941,45943933,ivan er vaek
9942,9942,54114567,min soester
9943,9943,52865700,en vinter med stormhvalen
9945,9945,54759711,nem mad du selv kan lave
9950,9950,45965236,min bog om fantastiske dyr
9951,9951,61636935,harry potter og hemmelighedernes kammer
9955,9955,47990572,lui faar en trex
9959,9959,51757211,de smaa monstre  toms arm falder af
9965,9965,39567652,moenstereleven
9967,9967,28533349,den grimme aelling
9968,9968,27680674,menneskejaegeren bog 1
9973,9973,50754669,biler
9980,9980,47906679,minecraft  slutspillet
9981,9981,54081308,i gode haender
9983,9983,53203884,mopper  mig
9985,9985,47572525,min bog om boernehaven
9986,9986,54690460,fra libanon til laerkevej
9987,9987,27365817,dyremysteriet
9988,9988,46236998,min krop
9990,9990,53407951,plet paa museum
9999,9999,46339134,valde  krista  da pia fik kat
